progress_id,ship_no,process_code,workshop_code,period_date,plan_qty,actual_qty,complete_rate,deviation_rate,delay_days,risk_level,batch_code,quality_pass_qty,rework_qty,source_type,anomaly_flag
P0002039,H2604,AZTP,WSE,2025-03-29,18.24,16.76,0.9189,-0.0811,2,中,批次02-202503,16.25,0.51,衍生模拟,
P0002040,H2604,AZTP,WSF,2025-03-29,17.26,15.97,0.9253,-0.0747,2,中,批次02-202503,15.82,0.15,衍生模拟,
P0002041,H2605,YCL,WSA,2025-03-29,36.48,32.53,0.8917,-0.1083,3,中,批次03-202503,31.62,0.91,衍生模拟,
P0002042,H2605,YCL,WSB,2025-03-29,32.83,28.89,0.88,-0.12,3,中,批次03-202503,28.47,0.42,衍生模拟,
P0002043,H2605,ZZTP,WSC,2025-03-29,26.64,23.61,0.8863,-0.1137,3,中,批次03-202503,22.91,0.7,衍生模拟,
P0002044,H2605,ZZTP,WSD,2025-03-29,23.26,20.89,0.8981,-0.1019,3,中,批次03-202503,20.73,0.16,衍生模拟,
P0002045,H2605,AZTP,WSE,2025-03-29,21.3,20.91,0.9817,-0.0183,0,低,批次03-202503,20.2,0.71,衍生模拟,
P0002046,H2605,AZTP,WSF,2025-03-29,21.2,20.73,0.9778,-0.0222,1,低,批次03-202503,20.47,0.26,衍生模拟,
P0002047,H2606,YCL,WSA,2025-03-29,38.58,36.8,0.9539,-0.0461,1,低,批次03-202503,36.35,0.45,衍生模拟,
P0002048,H2606,YCL,WSB,2025-03-29,34.41,32.57,0.9465,-0.0535,2,中,批次03-202503,31.8,0.77,衍生模拟,
P0002049,H2606,ZZTP,WSC,2025-03-29,24.81,24.65,0.9936,-0.0064,0,低,批次03-202503,24.32,0.33,衍生模拟,
P0002050,H2606,ZZTP,WSD,2025-03-29,23.57,23.57,1,0,0,低,批次03-202503,22.77,0.8,衍生模拟,
P0002051,H2606,AZTP,WSE,2025-03-29,21.25,21.87,1.0292,0.0292,0,低,批次03-202503,21.41,0.46,衍生模拟,
P0002052,H2606,AZTP,WSF,2025-03-29,18.33,18.53,1.0109,0.0109,0,低,批次03-202503,17.88,0.65,衍生模拟,
P0002053,H2601,YCL,WSA,2025-03-30,34.07,32.74,0.961,-0.039,1,低,批次01-202503,32.29,0.45,衍生模拟,
P0002054,H2601,YCL,WSB,2025-03-30,30.08,28.79,0.9571,-0.0429,1,低,批次01-202503,28.35,0.44,衍生模拟,
P0002055,H2601,ZZTP,WSC,2025-03-30,24,21.74,0.9058,-0.0942,2,中,批次01-202503,21.3,0.44,衍生模拟,
P0002056,H2601,ZZTP,WSD,2025-03-30,19.9,17.91,0.9,-0.1,2,中,批次01-202503,17.56,0.35,衍生模拟,
P0002057,H2601,AZTP,WSE,2025-03-30,18.41,18.17,0.987,-0.013,0,低,批次01-202503,17.99,0.18,衍生模拟,
P0002058,H2601,AZTP,WSF,2025-03-30,14.54,14.34,0.9862,-0.0138,0,低,批次01-202503,14.26,0.08,衍生模拟,
P0002059,H2602,YCL,WSA,2025-03-30,36.13,36.95,1.0227,0.0227,0,低,批次01-202503,36.06,0.89,衍生模拟,
P0002060,H2602,YCL,WSB,2025-03-30,29.76,30.37,1.0205,0.0205,0,低,批次01-202503,29.52,0.85,衍生模拟,
P0002061,H2602,ZZTP,WSC,2025-03-30,22.91,21.12,0.9219,-0.0781,2,中,批次01-202503,20.58,0.54,衍生模拟,
P0002062,H2602,ZZTP,WSD,2025-03-30,20.23,18.52,0.9155,-0.0845,2,中,批次01-202503,18.03,0.49,衍生模拟,
P0002063,H2602,AZTP,WSE,2025-03-30,18.11,17.5,0.9663,-0.0337,1,低,批次01-202503,17.02,0.48,衍生模拟,
P0002064,H2602,AZTP,WSF,2025-03-30,16.93,16.59,0.9799,-0.0201,1,低,批次01-202503,16.12,0.47,衍生模拟,
P0002065,H2603,YCL,WSA,2025-03-30,35.16,32.53,0.9252,-0.0748,2,中,批次02-202503,31.76,0.77,衍生模拟,
P0002066,H2603,YCL,WSB,2025-03-30,31.21,28.7,0.9196,-0.0804,2,中,批次02-202503,27.73,0.97,衍生模拟,
P0002067,H2603,ZZTP,WSC,2025-03-30,21.77,22.43,1.0303,0.0303,0,低,批次02-202503,22.01,0.42,衍生模拟,
P0002068,H2603,ZZTP,WSD,2025-03-30,24.32,25.05,1.03,0.03,0,低,批次02-202503,24.81,0.24,衍生模拟,
P0002069,H2603,AZTP,WSE,2025-03-30,21.65,20.45,0.9446,-0.0554,2,中,批次02-202503,19.78,0.67,衍生模拟,
P0002070,H2603,AZTP,WSF,2025-03-30,17.05,16.13,0.946,-0.054,2,中,批次02-202503,15.84,0.29,衍生模拟,
P0002071,H2604,YCL,WSA,2025-03-30,34.7,33.76,0.9729,-0.0271,1,低,批次02-202503,33.49,0.27,衍生模拟,
P0002072,H2604,YCL,WSB,2025-03-30,28.63,27.89,0.9742,-0.0258,1,低,批次02-202503,27.69,0.2,衍生模拟,
P0002073,H2604,ZZTP,WSC,2025-03-30,23.46,22.91,0.9766,-0.0234,1,低,批次02-202503,22.67,0.24,衍生模拟,
P0002074,H2604,ZZTP,WSD,2025-03-30,23.89,23.18,0.9703,-0.0297,1,低,批次02-202503,22.37,0.81,衍生模拟,
P0002075,H2604,AZTP,WSE,2025-03-30,20.32,18.64,0.9173,-0.0827,2,中,批次02-202503,18.07,0.57,衍生模拟,
P0002076,H2604,AZTP,WSF,2025-03-30,17.54,16.15,0.9208,-0.0792,2,中,批次02-202503,16.03,0.12,衍生模拟,
P0002077,H2605,YCL,WSA,2025-03-30,31.54,28.22,0.8947,-0.1053,3,中,批次03-202503,27.76,0.46,衍生模拟,
P0002078,H2605,YCL,WSB,2025-03-30,33.75,30.01,0.8892,-0.1108,3,中,批次03-202503,29.37,0.64,衍生模拟,
P0002079,H2605,ZZTP,WSC,2025-03-30,29.32,26.39,0.9001,-0.0999,2,中,批次03-202503,25.5,0.89,衍生模拟,
P0002080,H2605,ZZTP,WSD,2025-03-30,22.89,20.68,0.9035,-0.0965,2,中,批次03-202503,20.43,0.25,衍生模拟,
P0002081,H2605,AZTP,WSE,2025-03-30,19.6,19.3,0.9847,-0.0153,0,低,批次03-202503,18.95,0.35,衍生模拟,
P0002082,H2605,AZTP,WSF,2025-03-30,19.75,19.27,0.9757,-0.0243,1,低,批次03-202503,18.91,0.36,衍生模拟,
P0002083,H2606,YCL,WSA,2025-03-30,40.57,38.54,0.95,-0.05,1,低,批次03-202503,37.81,0.73,衍生模拟,
P0002084,H2606,YCL,WSB,2025-03-30,36.9,35.21,0.9542,-0.0458,1,低,批次03-202503,34.45,0.76,衍生模拟,
P0002085,H2606,ZZTP,WSC,2025-03-30,28.9,29.1,1.0069,0.0069,0,低,批次03-202503,28.42,0.68,衍生模拟,
P0002086,H2606,ZZTP,WSD,2025-03-30,25.92,25.74,0.9931,-0.0069,0,低,批次03-202503,25.49,0.25,衍生模拟,
P0002087,H2606,AZTP,WSE,2025-03-30,24.92,25.5,1.0233,0.0233,0,低,批次03-202503,25.03,0.47,衍生模拟,
P0002088,H2606,AZTP,WSF,2025-03-30,21.87,22.36,1.0224,0.0224,0,低,批次03-202503,21.94,0.42,衍生模拟,
P0002089,H2601,YCL,WSA,2025-03-31,28.6,27.03,0.9451,-0.0549,2,中,批次01-202503,26.48,0.55,衍生模拟,
P0002090,H2601,YCL,WSB,2025-03-31,27.68,26.63,0.9621,-0.0379,1,低,批次01-202503,25.75,0.88,衍生模拟,
P0002091,H2601,ZZTP,WSC,2025-03-31,24.25,22.02,0.908,-0.092,2,中,批次01-202503,21.36,0.66,衍生模拟,
P0002092,H2601,ZZTP,WSD,2025-03-31,23.2,20.93,0.9022,-0.0978,2,中,批次01-202503,20.75,0.18,衍生模拟,
P0002093,H2601,AZTP,WSE,2025-03-31,15.58,15.55,0.9981,-0.0019,0,低,批次01-202503,15.1,0.45,衍生模拟,
P0002094,H2601,AZTP,WSF,2025-03-31,14.49,14.44,0.9965,-0.0035,0,低,批次01-202503,14.23,0.21,衍生模拟,
P0002095,H2602,YCL,WSA,2025-03-31,28.14,28.44,1.0107,0.0107,0,低,批次01-202503,27.79,0.65,衍生模拟,
P0002096,H2602,YCL,WSB,2025-03-31,33.05,33.83,1.0236,0.0236,0,低,批次01-202503,33,0.83,衍生模拟,
P0002097,H2602,ZZTP,WSC,2025-03-31,24.47,22.33,0.9125,-0.0875,2,中,批次01-202503,22.17,0.16,衍生模拟,
P0002098,H2602,ZZTP,WSD,2025-03-31,23.45,21.42,0.9134,-0.0866,2,中,批次01-202503,21.21,0.21,衍生模拟,
P0002099,H2602,AZTP,WSE,2025-03-31,20.74,20.21,0.9744,-0.0256,1,低,批次01-202503,19.99,0.22,衍生模拟,
P0002100,H2602,AZTP,WSF,2025-03-31,15.08,14.57,0.9662,-0.0338,1,低,批次01-202503,14.35,0.22,衍生模拟,
P0002101,H2603,YCL,WSA,2025-03-31,32.32,30.16,0.9332,-0.0668,2,中,批次02-202503,29.3,0.86,衍生模拟,
P0002102,H2603,YCL,WSB,2025-03-31,33.86,31.4,0.9273,-0.0727,2,中,批次02-202503,30.62,0.78,衍生模拟,
P0002103,H2603,ZZTP,WSC,2025-03-31,26.2,26.98,1.0298,0.0298,0,低,批次02-202503,26.83,0.15,衍生模拟,
P0002104,H2603,ZZTP,WSD,2025-03-31,24.09,24.82,1.0303,0.0303,0,低,批次02-202503,24.21,0.61,衍生模拟,
P0002105,H2603,AZTP,WSE,2025-03-31,18.46,17.41,0.9431,-0.0569,2,中,批次02-202503,16.8,0.61,衍生模拟,
P0002106,H2603,AZTP,WSF,2025-03-31,17.53,16.4,0.9355,-0.0645,2,中,批次02-202503,16.14,0.26,衍生模拟,
P0002107,H2604,YCL,WSA,2025-03-31,30.29,29.13,0.9617,-0.0383,1,低,批次02-202503,28.64,0.49,衍生模拟,
P0002108,H2604,YCL,WSB,2025-03-31,28.72,27.93,0.9725,-0.0275,1,低,批次02-202503,27.76,0.17,衍生模拟,
P0002109,H2604,ZZTP,WSC,2025-03-31,26.86,26.13,0.9728,-0.0272,1,低,批次02-202503,25.24,0.89,衍生模拟,
P0002110,H2604,ZZTP,WSD,2025-03-31,20.49,19.75,0.9639,-0.0361,1,低,批次02-202503,19.61,0.14,衍生模拟,
P0002111,H2604,AZTP,WSE,2025-03-31,22.81,20.81,0.9123,-0.0877,2,中,批次02-202503,20.69,0.12,衍生模拟,
P0002112,H2604,AZTP,WSF,2025-03-31,20.14,18.33,0.9101,-0.0899,2,中,批次02-202503,17.88,0.45,衍生模拟,
P0002113,H2605,YCL,WSA,2025-03-31,31.86,28.04,0.8801,-0.1199,3,中,批次03-202503,27.28,0.76,衍生模拟,
P0002114,H2605,YCL,WSB,2025-03-31,35.24,31.01,0.88,-0.12,3,中,批次03-202503,30.8,0.21,衍生模拟,
P0002115,H2605,ZZTP,WSC,2025-03-31,26.28,23.55,0.8961,-0.1039,3,中,批次03-202503,23.05,0.5,衍生模拟,
P0002116,H2605,ZZTP,WSD,2025-03-31,28.12,25.39,0.9029,-0.0971,2,中,批次03-202503,25.02,0.37,衍生模拟,
P0002117,H2605,AZTP,WSE,2025-03-31,22.08,21.63,0.9796,-0.0204,1,低,批次03-202503,21.21,0.42,衍生模拟,
P0002118,H2605,AZTP,WSF,2025-03-31,20.49,20.04,0.978,-0.022,1,低,批次03-202503,19.43,0.61,衍生模拟,
P0002119,H2606,YCL,WSA,2025-03-31,35.15,33.48,0.9525,-0.0475,1,低,批次03-202503,32.63,0.85,衍生模拟,
P0002120,H2606,YCL,WSB,2025-03-31,38.09,36.55,0.9596,-0.0404,1,低,批次03-202503,36.14,0.41,衍生模拟,
P0002121,H2606,ZZTP,WSC,2025-03-31,31.39,31.46,1.0022,0.0022,0,低,批次03-202503,31.14,0.32,衍生模拟,
P0002122,H2606,ZZTP,WSD,2025-03-31,24.75,24.72,0.9988,-0.0012,0,低,批次03-202503,24.03,0.69,衍生模拟,
P0002123,H2606,AZTP,WSE,2025-03-31,22.08,22.68,1.0272,0.0272,0,低,批次03-202503,21.93,0.75,衍生模拟,
P0002124,H2606,AZTP,WSF,2025-03-31,22.06,22.43,1.0168,0.0168,0,低,批次03-202503,22.28,0.15,衍生模拟,
P0002125,H2601,YCL,WSA,2025-04-01,34.95,31.87,0.9119,-0.0881,2,中,批次01-202504,31.3,0.57,衍生模拟,
P0002126,H2601,YCL,WSB,2025-04-01,27.74,25.02,0.9019,-0.0981,2,中,批次01-202504,24.7,0.32,衍生模拟,
P0002127,H2601,ZZTP,WSC,2025-04-01,20.57,19.18,0.9324,-0.0676,2,中,批次01-202504,18.57,0.61,衍生模拟,
P0002128,H2601,ZZTP,WSD,2025-04-01,19.48,18.26,0.9374,-0.0626,2,中,批次01-202504,18.15,0.11,衍生模拟,
P0002129,H2601,AZTP,WSE,2025-04-01,17.54,16.68,0.951,-0.049,1,低,批次01-202504,16.42,0.26,衍生模拟,
P0002130,H2601,AZTP,WSF,2025-04-01,16.07,15.31,0.9527,-0.0473,1,低,批次01-202504,14.79,0.52,衍生模拟,
P0002131,H2602,YCL,WSA,2025-04-01,31.4,30.95,0.9857,-0.0143,0,低,批次01-202504,30.02,0.93,衍生模拟,
P0002132,H2602,YCL,WSB,2025-04-01,33.71,32.68,0.9694,-0.0306,1,低,批次01-202504,32.37,0.31,衍生模拟,
P0002133,H2602,ZZTP,WSC,2025-04-01,23.22,23.46,1.0103,0.0103,0,低,批次01-202504,22.93,0.53,衍生模拟,
P0002134,H2602,ZZTP,WSD,2025-04-01,24.82,25.35,1.0214,0.0214,0,低,批次01-202504,24.9,0.45,衍生模拟,
P0002135,H2602,AZTP,WSE,2025-04-01,19.54,19.03,0.9739,-0.0261,1,低,批次01-202504,18.4,0.63,衍生模拟,
P0002136,H2602,AZTP,WSF,2025-04-01,18.89,18.4,0.9741,-0.0259,1,低,批次01-202504,17.88,0.52,衍生模拟,
P0002137,H2603,YCL,WSA,2025-04-01,29.16,27.95,0.9585,-0.0415,1,低,批次02-202504,27.05,0.9,衍生模拟,
P0002138,H2603,YCL,WSB,2025-04-01,35.35,33.69,0.953,-0.047,1,低,批次02-202504,33.16,0.53,衍生模拟,
P0002139,H2603,ZZTP,WSC,2025-04-01,22.79,22.57,0.9903,-0.0097,0,低,批次02-202504,22.15,0.42,衍生模拟,
P0002140,H2603,ZZTP,WSD,2025-04-01,21.79,21.57,0.9899,-0.0101,0,低,批次02-202504,21.35,0.22,衍生模拟,
P0002141,H2603,AZTP,WSE,2025-04-01,18.78,18.41,0.9803,-0.0197,0,低,批次02-202504,17.83,0.58,衍生模拟,
P0002142,H2603,AZTP,WSF,2025-04-01,17.27,16.81,0.9734,-0.0266,1,低,批次02-202504,16.67,0.14,衍生模拟,
P0002143,H2604,YCL,WSA,2025-04-01,35.63,32.8,0.9206,-0.0794,2,中,批次02-202504,31.77,1.03,衍生模拟,
P0002144,H2604,YCL,WSB,2025-04-01,33.5,30.95,0.9239,-0.0761,2,中,批次02-202504,30.61,0.34,衍生模拟,
P0002145,H2604,ZZTP,WSC,2025-04-01,27.69,25.76,0.9303,-0.0697,2,中,批次02-202504,25.09,0.67,衍生模拟,
P0002146,H2604,ZZTP,WSD,2025-04-01,27.4,25.8,0.9416,-0.0584,2,中,批次02-202504,24.93,0.87,衍生模拟,
P0002147,H2604,AZTP,WSE,2025-04-01,22.09,22.67,1.0263,0.0263,0,低,批次02-202504,22.18,0.49,衍生模拟,
P0002148,H2604,AZTP,WSF,2025-04-01,16.97,17.19,1.013,0.013,0,低,批次02-202504,16.8,0.39,衍生模拟,
P0002149,H2605,YCL,WSA,2025-04-01,38.55,35.39,0.918,-0.082,2,中,批次03-202504,34.23,1.16,衍生模拟,
P0002150,H2605,YCL,WSB,2025-04-01,35.89,33.18,0.9245,-0.0755,2,中,批次03-202504,32.47,0.71,衍生模拟,
P0002151,H2605,ZZTP,WSC,2025-04-01,30.34,26.81,0.8837,-0.1163,3,中,批次03-202504,26.55,0.26,衍生模拟,
P0002152,H2605,ZZTP,WSD,2025-04-01,23.8,20.96,0.8807,-0.1193,3,中,批次03-202504,20.35,0.61,衍生模拟,
P0002153,H2605,AZTP,WSE,2025-04-01,19.32,17,0.8799,-0.1201,3,中,批次03-202504,16.61,0.39,衍生模拟,
P0002154,H2605,AZTP,WSF,2025-04-01,21.78,19.18,0.8806,-0.1194,3,中,批次03-202504,18.82,0.36,衍生模拟,
P0002155,H2606,YCL,WSA,2025-04-01,35.59,33.83,0.9505,-0.0495,1,低,批次03-202504,32.65,1.18,衍生模拟,
P0002156,H2606,YCL,WSB,2025-04-01,31.88,30.56,0.9586,-0.0414,1,低,批次03-202504,29.57,0.99,衍生模拟,
P0002157,H2606,ZZTP,WSC,2025-04-01,26.04,23.61,0.9067,-0.0933,2,中,批次03-202504,22.93,0.68,衍生模拟,
P0002158,H2606,ZZTP,WSD,2025-04-01,25.05,22.92,0.915,-0.085,2,中,批次03-202504,22.62,0.3,衍生模拟,
P0002159,H2606,AZTP,WSE,2025-04-01,20.57,19.23,0.9349,-0.0651,2,中,批次03-202504,19.04,0.19,衍生模拟,
P0002160,H2606,AZTP,WSF,2025-04-01,20.35,18.93,0.9302,-0.0698,2,中,批次03-202504,18.45,0.48,衍生模拟,
P0002161,H2601,YCL,WSA,2025-04-02,33.88,30.91,0.9123,-0.0877,2,中,批次01-202504,30.23,0.68,衍生模拟,
P0002162,H2601,YCL,WSB,2025-04-02,26.01,23.51,0.9039,-0.0961,2,中,批次01-202504,23.2,0.31,衍生模拟,
P0002163,H2601,ZZTP,WSC,2025-04-02,24.46,22.81,0.9325,-0.0675,2,中,批次01-202504,22.35,0.46,衍生模拟,
P0002164,H2601,ZZTP,WSD,2025-04-02,22.91,21.26,0.928,-0.072,2,中,批次01-202504,20.6,0.66,衍生模拟,
P0002165,H2601,AZTP,WSE,2025-04-02,16.69,15.87,0.9509,-0.0491,1,低,批次01-202504,15.38,0.49,衍生模拟,
P0002166,H2601,AZTP,WSF,2025-04-02,15.22,14.38,0.9448,-0.0552,2,中,批次01-202504,14.08,0.3,衍生模拟,
P0002167,H2602,YCL,WSA,2025-04-02,30.61,30.1,0.9833,-0.0167,0,低,批次01-202504,29.75,0.35,衍生模拟,
P0002168,H2602,YCL,WSB,2025-04-02,30.76,30.19,0.9815,-0.0185,0,低,批次01-202504,29.4,0.79,衍生模拟,
P0002169,H2602,ZZTP,WSC,2025-04-02,23.36,23.6,1.0103,0.0103,0,低,批次01-202504,22.91,0.69,衍生模拟,
P0002170,H2602,ZZTP,WSD,2025-04-02,24.99,25.55,1.0224,0.0224,0,低,批次01-202504,25.29,0.26,衍生模拟,
P0002171,H2602,AZTP,WSE,2025-04-02,21.1,20.58,0.9754,-0.0246,1,低,批次01-202504,20.04,0.54,衍生模拟,
P0002172,H2602,AZTP,WSF,2025-04-02,15.36,14.96,0.974,-0.026,1,低,批次01-202504,14.79,0.17,衍生模拟,
P0002173,H2603,YCL,WSA,2025-04-02,37.1,35.53,0.9577,-0.0423,1,低,批次02-202504,34.56,0.97,衍生模拟,
P0002174,H2603,YCL,WSB,2025-04-02,33.94,32.69,0.9632,-0.0368,1,低,批次02-202504,31.58,1.11,衍生模拟,
P0002175,H2603,ZZTP,WSC,2025-04-02,21.53,20.92,0.9717,-0.0283,1,低,批次02-202504,20.2,0.72,衍生模拟,
P0002176,H2603,ZZTP,WSD,2025-04-02,23.48,23.17,0.9868,-0.0132,0,低,批次02-202504,22.69,0.48,衍生模拟,
P0002177,H2603,AZTP,WSE,2025-04-02,18.6,17.99,0.9672,-0.0328,1,低,批次02-202504,17.64,0.35,衍生模拟,
P0002178,H2603,AZTP,WSF,2025-04-02,16.36,16.08,0.9829,-0.0171,0,低,批次02-202504,15.66,0.42,衍生模拟,
P0002179,H2604,YCL,WSA,2025-04-02,33.46,30.4,0.9085,-0.0915,2,中,批次02-202504,29.91,0.49,衍生模拟,
P0002180,H2604,YCL,WSB,2025-04-02,30.76,28.32,0.9207,-0.0793,2,中,批次02-202504,27.64,0.68,衍生模拟,
P0002181,H2604,ZZTP,WSC,2025-04-02,26.4,25.02,0.9477,-0.0523,2,中,批次02-202504,24.35,0.67,衍生模拟,
P0002182,H2604,ZZTP,WSD,2025-04-02,22.81,21.24,0.9312,-0.0688,2,中,批次02-202504,20.87,0.37,衍生模拟,
P0002183,H2604,AZTP,WSE,2025-04-02,20.75,21.03,1.0135,0.0135,0,低,批次02-202504,20.41,0.62,衍生模拟,
P0002184,H2604,AZTP,WSF,2025-04-02,20.84,21.12,1.0134,0.0134,0,低,批次02-202504,20.62,0.5,衍生模拟,
P0002185,H2605,YCL,WSA,2025-04-02,31.89,29.51,0.9254,-0.0746,2,中,批次03-202504,28.88,0.63,衍生模拟,
P0002186,H2605,YCL,WSB,2025-04-02,38.61,35.39,0.9166,-0.0834,2,中,批次03-202504,34.81,0.58,衍生模拟,
P0002187,H2605,ZZTP,WSC,2025-04-02,27.6,24.61,0.8917,-0.1083,3,中,批次03-202504,24.4,0.21,衍生模拟,
P0002188,H2605,ZZTP,WSD,2025-04-02,23.96,21.21,0.8852,-0.1148,3,中,批次03-202504,20.8,0.41,衍生模拟,
P0002189,H2605,AZTP,WSE,2025-04-02,24.5,21.56,0.88,-0.12,3,中,批次03-202504,21.23,0.33,衍生模拟,
P0002190,H2605,AZTP,WSF,2025-04-02,19.05,16.84,0.884,-0.116,3,中,批次03-202504,16.51,0.33,衍生模拟,
P0002191,H2606,YCL,WSA,2025-04-02,43.1,41.29,0.958,-0.042,1,低,批次03-202504,40.94,0.35,衍生模拟,
P0002192,H2606,YCL,WSB,2025-04-02,36.73,35.06,0.9545,-0.0455,1,低,批次03-202504,34.09,0.97,衍生模拟,
P0002193,H2606,ZZTP,WSC,2025-04-02,27.79,25.23,0.9079,-0.0921,2,中,批次03-202504,24.65,0.58,衍生模拟,
P0002194,H2606,ZZTP,WSD,2025-04-02,25.76,23.58,0.9154,-0.0846,2,中,批次03-202504,23.1,0.48,衍生模拟,
P0002195,H2606,AZTP,WSE,2025-04-02,24.3,22.9,0.9424,-0.0576,2,中,批次03-202504,22.73,0.17,衍生模拟,
P0002196,H2606,AZTP,WSF,2025-04-02,23.48,22,0.937,-0.063,2,中,批次03-202504,21.57,0.43,衍生模拟,
P0002197,H2601,YCL,WSA,2025-04-03,31.13,27.92,0.8969,-0.1031,3,中,批次01-202504,26.98,0.94,衍生模拟,
P0002198,H2601,YCL,WSB,2025-04-03,28.61,25.78,0.9011,-0.0989,2,中,批次01-202504,25.3,0.48,衍生模拟,
P0002199,H2601,ZZTP,WSC,2025-04-03,24.31,22.63,0.9309,-0.0691,2,中,批次01-202504,22.17,0.46,衍生模拟,
P0002200,H2601,ZZTP,WSD,2025-04-03,19.24,17.78,0.9241,-0.0759,2,中,批次01-202504,17.27,0.51,衍生模拟,
P0002201,H2601,AZTP,WSE,2025-04-03,17.08,16.14,0.945,-0.055,2,中,批次01-202504,15.65,0.49,衍生模拟,
P0002202,H2601,AZTP,WSF,2025-04-03,15,14.31,0.954,-0.046,1,低,批次01-202504,14.09,0.22,衍生模拟,
P0002203,H2602,YCL,WSA,2025-04-03,34.5,33.77,0.9788,-0.0212,1,低,批次01-202504,33.05,0.72,衍生模拟,
P0002204,H2602,YCL,WSB,2025-04-03,29.68,28.73,0.968,-0.032,1,低,批次01-202504,28.26,0.47,衍生模拟,
P0002205,H2602,ZZTP,WSC,2025-04-03,22.71,23.3,1.026,0.026,0,低,批次01-202504,22.53,0.77,衍生模拟,
P0002206,H2602,ZZTP,WSD,2025-04-03,22.96,23.26,1.0131,0.0131,0,低,批次01-202504,22.47,0.79,衍生模拟,
P0002207,H2602,AZTP,WSE,2025-04-03,20.74,19.92,0.9605,-0.0395,1,低,批次01-202504,19.29,0.63,衍生模拟,
P0002208,H2602,AZTP,WSF,2025-04-03,19.3,18.71,0.9694,-0.0306,1,低,批次01-202504,18.09,0.62,衍生模拟,
P0002209,H2603,YCL,WSA,2025-04-03,29.57,28.47,0.9628,-0.0372,1,低,批次02-202504,27.49,0.98,衍生模拟,
P0002210,H2603,YCL,WSB,2025-04-03,35.19,33.83,0.9614,-0.0386,1,低,批次02-202504,32.96,0.87,衍生模拟,
P0002211,H2603,ZZTP,WSC,2025-04-03,24.79,24.5,0.9883,-0.0117,0,低,批次02-202504,23.79,0.71,衍生模拟,
P0002212,H2603,ZZTP,WSD,2025-04-03,21.61,21.22,0.982,-0.018,0,低,批次02-202504,21.04,0.18,衍生模拟,
P0002213,H2603,AZTP,WSE,2025-04-03,21.88,21.16,0.9671,-0.0329,1,低,批次02-202504,20.81,0.35,衍生模拟,
P0002214,H2603,AZTP,WSF,2025-04-03,19.85,19.54,0.9844,-0.0156,0,低,批次02-202504,19.07,0.47,衍生模拟,
P0002215,H2604,YCL,WSA,2025-04-03,36.98,33.72,0.9118,-0.0882,2,中,批次02-202504,33.31,0.41,衍生模拟,
P0002216,H2604,YCL,WSB,2025-04-03,36.17,32.9,0.9096,-0.0904,2,中,批次02-202504,32.32,0.58,衍生模拟,
P0002217,H2604,ZZTP,WSC,2025-04-03,25.01,23.35,0.9336,-0.0664,2,中,批次02-202504,22.81,0.54,衍生模拟,
P0002218,H2604,ZZTP,WSD,2025-04-03,24.42,23.13,0.9472,-0.0528,2,中,批次02-202504,22.7,0.43,衍生模拟,
P0002219,H2604,AZTP,WSE,2025-04-03,18.53,18.87,1.0183,0.0183,0,低,批次02-202504,18.28,0.59,衍生模拟,
P0002220,H2604,AZTP,WSF,2025-04-03,20.78,21.39,1.0294,0.0294,0,低,批次02-202504,21.1,0.29,衍生模拟,
P0002221,H2605,YCL,WSA,2025-04-03,32.06,29.32,0.9145,-0.0855,2,中,批次03-202504,28.78,0.54,衍生模拟,
P0002222,H2605,YCL,WSB,2025-04-03,33.26,30.44,0.9152,-0.0848,2,中,批次03-202504,30.02,0.42,衍生模拟,
P0002223,H2605,ZZTP,WSC,2025-04-03,29.6,26.1,0.8818,-0.1182,3,中,批次03-202504,25.81,0.29,衍生模拟,
P0002224,H2605,ZZTP,WSD,2025-04-03,21.89,19.39,0.8858,-0.1142,3,中,批次03-202504,19.18,0.21,衍生模拟,
P0002225,H2605,AZTP,WSE,2025-04-03,19.91,17.73,0.8905,-0.1095,3,中,批次03-202504,17.4,0.33,衍生模拟,
P0002226,H2605,AZTP,WSF,2025-04-03,21.4,18.83,0.8799,-0.1201,3,中,批次03-202504,18.73,0.1,衍生模拟,
P0002227,H2606,YCL,WSA,2025-04-03,43.53,42.1,0.9671,-0.0329,1,低,批次03-202504,41.26,0.84,衍生模拟,
P0002228,H2606,YCL,WSB,2025-04-03,31.81,30.37,0.9547,-0.0453,1,低,批次03-202504,29.79,0.58,衍生模拟,
P0002229,H2606,ZZTP,WSC,2025-04-03,27.21,24.66,0.9063,-0.0937,2,中,批次03-202504,24.39,0.27,衍生模拟,
P0002230,H2606,ZZTP,WSD,2025-04-03,25.19,23,0.9131,-0.0869,2,中,批次03-202504,22.5,0.5,衍生模拟,
P0002231,H2606,AZTP,WSE,2025-04-03,20.64,19.37,0.9385,-0.0615,2,中,批次03-202504,19.09,0.28,衍生模拟,
P0002232,H2606,AZTP,WSF,2025-04-03,18.89,17.91,0.9481,-0.0519,2,中,批次03-202504,17.78,0.13,衍生模拟,
P0002233,H2601,YCL,WSA,2025-04-04,32.74,29.43,0.8989,-0.1011,3,中,批次01-202504,29.02,0.41,衍生模拟,
P0002234,H2601,YCL,WSB,2025-04-04,28.52,25.55,0.8959,-0.1041,3,中,批次01-202504,25.26,0.29,衍生模拟,
P0002235,H2601,ZZTP,WSC,2025-04-04,25.69,23.92,0.9311,-0.0689,2,中,批次01-202504,23.11,0.81,衍生模拟,
